0,1,2
14.747763922205191,0.029291433090967295,25.77327970655008
14.756399075520891,0.029338416503063326,25.64292841486786
14.753391893816742,0.029508084190998204,25.486692154935543
14.706919364241308,0.02976706751690563,25.748639904494272
14.615020884026524,0.0298260981580905,25.493237495845765
14.531839546766253,0.029993311050309602,24.95191053396117
14.436843094510554,0.030493356308647558,24.91174832756363
14.262575100563867,0.03102821425193999,25.5581621575972
14.01811736225149,0.030852970558093405,25.416946480504976
13.849604372144757,0.030700476676251788,24.66902938126155
13.744612714097338,0.030897916085396167,24.609143335207502
13.630676017963337,0.031079845633759984,24.832704670869436
13.528365768049646,0.031008550896421745,24.793195574818245
13.478201587474025,0.030844376369859355,24.809913144654818
13.433209738411357,0.030771087951089196,24.833211374719987
13.414900755699962,0.030723003637754202,24.78193511685959
13.412207193151263,0.030639403302404018,24.804143634211442
13.409801491706533,0.030723349419254673,24.919435149598637
13.378517197943703,0.03048400874058993,24.953799171935934
13.377432765082682,0.030488318462986833,24.604928907232473
13.378170377401405,0.03076040429882016,24.464218363512273
13.377549007015798,0.030874678198321116,24.442166211409607
13.331369697667327,0.031080039089102195,24.812241811231004
13.260572351628326,0.030985380672299414,25.08359892699792
13.232087229643186,0.030699094262492,24.628707975263797
13.247920145801144,0.03066049761289797,24.476094443732354
13.261589482874236,0.03073224574297829,24.505687836882917
13.237467208071717,0.030844987106467672,24.69720327725062
13.200826816669892,0.030811403531841943,24.544048527735285
13.195616155916891,0.030727699013221376,24.49803512046838
13.198227097527873,0.030697212542395158,24.523169742792142
13.20506656137491,0.030687432564344464,24.522712927937803
13.214095423595625,0.03072233490324509,24.482754040112596
13.197459174050307,0.030840735959508293,24.64369905661059
13.154408212736005,0.030882640823480488,24.471589844930616
13.143248514114283,0.03091820372986719,24.411856664082716
13.13290243902519,0.030901997787234285,24.545019192813903
13.113219259023863,0.030892533847559807,24.40973279190607
13.105466887964875,0.030958039224168798,24.365811701296245
13.101009988942979,0.030931199815575565,24.481454008866148
13.095650973833937,0.03093655010606485,24.433156744046613
13.103313135478295,0.030969445339600696,24.415621468836434
13.09926919072802,0.031000831826840772,24.46853667161989
13.09313177225337,0.03104449313994654,24.423416826304564
13.08271385328217,0.031093413747125886,24.45160722909758
13.069440345577172,0.031155992999026463,24.520576793393637
13.051735891310875,0.031117509535460365,24.621412369168873
13.043884454560873,0.03102956360378012,24.624960682061115
